1.000000000000000000e+00;1.000000000000000000e+00;5.707800925925926805e+01
1.000000000000000000e+00;1.100000000000000000e+01;6.638912037037037805e+01
1.000000000000000000e+00;2.100000000000000000e+01;6.248495370370370239e+01
1.000000000000000000e+00;3.100000000000000000e+01;6.442013888888888573e+01
1.000000000000000000e+00;4.100000000000000000e+01;6.212129629629630045e+01
1.000000000000000000e+00;5.100000000000000000e+01;6.080416666666666714e+01
1.000000000000000000e+00;6.100000000000000000e+01;6.232013888888889142e+01
1.000000000000000000e+00;7.100000000000000000e+01;6.281504629629630188e+01
1.000000000000000000e+00;8.100000000000000000e+01;6.356134259259260233e+01
1.000000000000000000e+00;9.100000000000000000e+01;6.228333333333333144e+01
1.000000000000000000e+00;1.010000000000000000e+02;6.563935185185184196e+01
1.100000000000000000e+01;1.000000000000000000e+00;5.943865740740741188e+01
1.100000000000000000e+01;1.100000000000000000e+01;7.099919871794870119e+01
1.100000000000000000e+01;2.100000000000000000e+01;7.256828703703703809e+01
1.100000000000000000e+01;3.100000000000000000e+01;7.253824626865669245e+01
1.100000000000000000e+01;4.100000000000000000e+01;7.329391025641024271e+01
1.100000000000000000e+01;5.100000000000000000e+01;7.335150193798449436e+01
1.100000000000000000e+01;6.100000000000000000e+01;7.183159722222221433e+01
1.100000000000000000e+01;7.100000000000000000e+01;7.318749999999998579e+01
1.100000000000000000e+01;8.100000000000000000e+01;7.295795454545454106e+01
1.100000000000000000e+01;9.100000000000000000e+01;7.361499999999999488e+01
1.100000000000000000e+01;1.010000000000000000e+02;7.356279761904760051e+01
