1.000000000000000000e+00;1.000000000000000000e+00;6.382999999999999829e+01
1.000000000000000000e+00;1.000000000000000000e+01;6.501000000000000512e+01
1.000000000000000000e+00;2.000000000000000000e+01;6.521999999999999886e+01
1.000000000000000000e+00;3.000000000000000000e+01;6.412000000000000455e+01
1.000000000000000000e+00;4.000000000000000000e+01;6.414999999999999147e+01
1.000000000000000000e+00;5.000000000000000000e+01;6.496999999999999886e+01
1.000000000000000000e+01;1.000000000000000000e+00;6.764000000000000057e+01
1.000000000000000000e+01;1.000000000000000000e+01;7.200999999999999091e+01
1.000000000000000000e+01;2.000000000000000000e+01;7.250000000000000000e+01
1.000000000000000000e+01;3.000000000000000000e+01;7.425000000000000000e+01
1.000000000000000000e+01;4.000000000000000000e+01;7.510999999999999943e+01
1.000000000000000000e+01;5.000000000000000000e+01;7.432999999999999829e+01
2.000000000000000000e+01;1.000000000000000000e+00;6.793000000000000682e+01
2.000000000000000000e+01;1.000000000000000000e+01;7.500000000000000000e+01
2.000000000000000000e+01;2.000000000000000000e+01;7.425000000000000000e+01
2.000000000000000000e+01;3.000000000000000000e+01;7.673000000000000398e+01
2.000000000000000000e+01;4.000000000000000000e+01;7.601000000000000512e+01
2.000000000000000000e+01;5.000000000000000000e+01;7.603000000000000114e+01
3.000000000000000000e+01;1.000000000000000000e+00;6.693000000000000682e+01
3.000000000000000000e+01;1.000000000000000000e+01;7.417000000000000171e+01
3.000000000000000000e+01;2.000000000000000000e+01;7.643999999999999773e+01
3.000000000000000000e+01;3.000000000000000000e+01;7.478000000000000114e+01
3.000000000000000000e+01;4.000000000000000000e+01;7.631000000000000227e+01
3.000000000000000000e+01;5.000000000000000000e+01;7.522999999999998977e+01
4.000000000000000000e+01;1.000000000000000000e+00;6.873999999999999488e+01
4.000000000000000000e+01;1.000000000000000000e+01;7.141999999999998749e+01
4.000000000000000000e+01;2.000000000000000000e+01;7.590999999999999659e+01
4.000000000000000000e+01;3.000000000000000000e+01;7.627000000000001023e+01
4.000000000000000000e+01;4.000000000000000000e+01;7.542000000000000171e+01
4.000000000000000000e+01;5.000000000000000000e+01;7.643999999999999773e+01
5.000000000000000000e+01;1.000000000000000000e+00;6.773999999999999488e+01
5.000000000000000000e+01;1.000000000000000000e+01;7.455000000000001137e+01
5.000000000000000000e+01;2.000000000000000000e+01;7.443999999999999773e+01
5.000000000000000000e+01;3.000000000000000000e+01;7.685999999999999943e+01
5.000000000000000000e+01;4.000000000000000000e+01;7.579000000000000625e+01
5.000000000000000000e+01;5.000000000000000000e+01;7.659999999999999432e+01
